"customer_id","age","gender","city","category","item_purchased","color","size","quantity","unit_price_vnd","discount_applied","total_purchase_vnd","payment_method","purchase_channel","shipping_type","season","purchase_frequency","subscription_member","promo_code_used","review_rating","age_group","purchase_frequency_days"
336,26,"Male","Ha Noi","Running Shoes","Fresh Foam X 1080","Blue","36",1,5200000,"Yes",4680000,"Credit Card","Online - App","Standard","Spring","Every 3 Months","No","Yes",4.0,"Young Adult",90
337,22,"Male","Ha Noi","Accessories","Gym Bag","Grey",NULL,3,100000,"No",300000,"MoMo","Shopee","Express","Summer","Annually","No","No",5.0,"Teen",365
338,25,"Male","Da Nang","Apparel - Top","NB Athletics T-Shirt","Pink","S",1,550000,"No",550000,"VNPay","Online - Website","Standard","Spring","Annually","Yes","No",4.0,"Teen",365
339,30,"Female","Ha Noi","Training Shoes","Minimus TR","Green","44",1,2600000,"No",2600000,"MoMo","Online - App","Standard","Spring","Weekly","No","No",5.0,"Young Adult",7
340,24,"Male","Ha Noi","Running Shoes","880v13","Beige","42",1,4000000,"Yes",3400000,"VNPay","Shopee","Same-day","Summer","Every 3 Months","No","No",4.0,"Teen",90
341,22,"Female","Ha Noi","Running Shoes","880v13","Green","40",1,3550000,"No",3550000,"ZaloPay","Shopee","Standard","Spring","Every 3 Months","Yes","No",4.0,"Teen",90
342,29,"Male","Ho Chi Minh","Running Shoes","Fresh Foam X 1080","Red","38",1,4050000,"Yes",4050000,"VNPay","Online - App","Express","Autumn","Bi-Weekly","No","Yes",4.0,"Young Adult",14
343,29,"Female","Ho Chi Minh","Lifestyle Sneakers","2002R","Green",NULL,1,2900000,"Yes",2900000,"MoMo","Shopee","Standard","Spring","Every 3 Months","Yes","Yes",5.0,"Young Adult",90
344,24,"Male","Ho Chi Minh","Running Shoes","Fresh Foam 860","Blue","42",1,3000000,"Yes",2700000,"VNPay","Online - App","Express","Autumn","Monthly","No","No",5.0,"Teen",30
345,24,"Female","Ha Noi","Running Shoes","Fuelcell Rebel v4","Grey","41",1,2850000,"Yes",2565000,"ZaloPay","Online - Website","Express","Winter","Monthly","No","No",4.0,"Teen",30
346,29,"Male","Ho Chi Minh","Lifestyle Sneakers","574","White",NULL,1,2350000,"No",2350000,"MoMo","Online - Website","Standard","Summer","Annually","No","No",4.0,"Young Adult",365
347,17,"Male","Ho Chi Minh","Running Shoes","1080v13","Navy","38",1,4100000,"Yes",3895000,"Cash","Shopee","Express","Autumn","Weekly","Yes","Yes",5.0,"Teen",7
348,18,"Female","Ha Noi","Running Shoes","Fresh Foam 860","White","36",1,3300000,"No",3300000,"Credit Card","Lazada","Standard","Spring","Fortnightly","No","No",5.0,"Teen",14
349,22,"Male","Da Nang","Lifestyle Sneakers","574","White",NULL,1,1850000,"No",1850000,"ZaloPay","TikTok Shop","Standard","Spring","Fortnightly","No","No",5.0,"Teen",14
350,26,"Female","Ho Chi Minh","Training Shoes","Minimus TR","Blue","38",1,3000000,"No",3000000,"MoMo","Online - Website","Express","Autumn","Bi-Weekly","No","No",4.0,"Young Adult",14
351,30,"Female","Ha Noi","Running Shoes","Fresh Foam 860","Yellow","43",1,4100000,"No",4100000,"VNPay","In-Store","In-Store Pickup","Summer","Fortnightly","No","No",5.0,"Young Adult",14
352,38,"Female","Ha Noi","Training Shoes","FuelCell Training","Pink","43",1,3600000,"No",3600000,"Cash","Online - Website","Standard","Autumn","Bi-Weekly","Yes","No",5.0,"Adult",14
353,34,"Male","Ho Chi Minh","Running Shoes","880v13","Red","43",1,5250000,"No",5250000,"ZaloPay","Shopee","Express","Winter","Every 3 Months","No","No",5.0,"Adult",90
354,26,"Female","Ha Noi","Lifestyle Sneakers","9060","Grey",NULL,1,1900000,"Yes",1805000,"Cash","Shopee","Express","Winter","Monthly","No","Yes",3.0,"Young Adult",30
355,27,"Female","Ho Chi Minh","Running Shoes","1080v13","Beige","43",1,4900000,"Yes",4410000,"VNPay","Online - App","Standard","Winter","Weekly","No","No",5.0,"Young Adult",7
356,20,"Female","Ha Noi","Apparel - Bottom","Athletics Jogger","Green","L",1,550000,"Yes",550000,"ZaloPay","Online - App","Standard","Summer","Every 3 Months","No","Yes",4.0,"Teen",90
357,27,"Female","Ho Chi Minh","Apparel - Top","Impact Run Jacket","Black","M",1,500000,"Yes",450000,"ZaloPay","Online - App","Express","Autumn","Weekly","No","No",4.0,"Young Adult",7
358,25,"Female","Ha Noi","Lifestyle Sneakers","9060","White",NULL,1,3100000,"Yes",2945000,"MoMo","In-Store","In-Store Pickup","Autumn","Bi-Weekly","Yes","No",4.0,"Teen",14
359,30,"Female","Da Nang","Lifestyle Sneakers","574","Beige",NULL,1,2200000,"Yes",2200000,"Credit Card","Online - App","Express","Winter","Every 3 Months","No","Yes",4.0,"Young Adult",90
360,22,"Male","Ho Chi Minh","Lifestyle Sneakers","574","Red",NULL,1,3500000,"No",3500000,"MoMo","TikTok Shop","Standard","Autumn","Every 3 Months","No","No",4.0,"Teen",90
361,31,"Female","Ho Chi Minh","Lifestyle Sneakers","327","Green",NULL,1,4050000,"Yes",3645000,"Credit Card","Online - App","Standard","Autumn","Fortnightly","No","Yes",4.0,"Young Adult",14
362,38,"Female","Da Nang","Accessories","Headband","Yellow",NULL,3,550000,"No",1650000,"Cash","In-Store","In-Store Pickup","Summer","Annually","No","No",5.0,"Adult",365
363,27,"Female","Ho Chi Minh","Running Shoes","Fresh Foam 860","Red","38",1,5300000,"Yes",4770000,"Credit Card","In-Store","In-Store Pickup","Autumn","Fortnightly","No","No",5.0,"Young Adult",14
364,30,"Male","Ha Noi","Running Shoes","Fresh Foam 860","Grey","44",1,3000000,"No",3000000,"MoMo","In-Store","In-Store Pickup","Winter","Fortnightly","No","No",5.0,"Young Adult",14
365,32,"Female","Ho Chi Minh","Accessories","Wristband Set","Grey",NULL,1,350000,"Yes",350000,"VNPay","Online - App","Express","Winter","Every 3 Months","No","Yes",4.0,"Adult",90
366,25,"Female","Ha Noi","Apparel - Top","Essentials Hoodie","Navy","L",1,600000,"Yes",540000,"Debit Card","Lazada","Same-day","Spring","Quarterly","No","No",3.0,"Teen",90
367,29,"Female","Da Nang","Lifestyle Sneakers","327","Red",NULL,1,1900000,"No",1900000,"VNPay","In-Store","In-Store Pickup","Autumn","Fortnightly","No","No",5.0,"Young Adult",14
368,28,"Female","Ha Noi","Apparel - Bottom","Accelerate Short","Navy","XL",1,850000,"No",850000,"Debit Card","TikTok Shop","Express","Summer","Monthly","Yes","No",3.0,"Young Adult",30
369,28,"Male","Da Nang","Running Shoes","Fresh Foam X 1080","Beige","43",1,4550000,"No",4550000,"Debit Card","Online - Website","Express","Winter","Monthly","Yes","No",4.0,"Young Adult",30
370,22,"Male","Ho Chi Minh","Training Shoes","Minimus TR","Grey","43",1,2200000,"No",2200000,"MoMo","Online - Website","Express","Spring","Quarterly","No","No",5.0,"Teen",90
371,28,"Female","Ho Chi Minh","Lifestyle Sneakers","9060","Grey",NULL,1,2900000,"Yes",2465000,"Debit Card","In-Store","In-Store Pickup","Spring","Weekly","No","No",4.0,"Young Adult",7
372,31,"Male","Da Nang","Apparel - Bottom","Q Speed Short","Red","S",1,600000,"No",600000,"MoMo","In-Store","In-Store Pickup","Winter","Monthly","No","No",1.0,"Young Adult",30
373,38,"Male","Ho Chi Minh","Running Shoes","FuelCell SuperComp Elite","Red","39",1,4000000,"Yes",4000000,"Debit Card","Online - Website","Standard","Summer","Weekly","Yes","Yes",5.0,"Adult",7
374,34,"Female","Da Nang","Apparel - Bottom","Impact Run Tight","Beige","XL",1,500000,"Yes",450000,"ZaloPay","Shopee","Same-day","Autumn","Bi-Weekly","Yes","Yes",4.0,"Adult",14
375,43,"Male","Ho Chi Minh","Running Shoes","Fuelcell Rebel v4","Green","45",1,4050000,"No",4050000,"ZaloPay","In-Store","In-Store Pickup","Winter","Monthly","No","No",3.0,"Adult",30
376,22,"Female","Ha Noi","Running Shoes","Fresh Foam X 1080","Black","41",1,3350000,"No",3350000,"Bank Transfer","In-Store","In-Store Pickup","Summer","Quarterly","No","No",4.0,"Teen",90
377,34,"Female","Ha Noi","Apparel - Top","Athletics Fleece Crew","Pink","S",1,1150000,"No",1150000,"Credit Card","In-Store","In-Store Pickup","Spring","Bi-Weekly","Yes","No",4.0,"Adult",14
378,29,"Female","Ha Noi","Lifestyle Sneakers","574","Grey",NULL,1,2300000,"Yes",2070000,"Credit Card","Lazada","Express","Autumn","Every 3 Months","Yes","No",4.0,"Young Adult",90
379,43,"Male","Ho Chi Minh","Running Shoes","880v13","Blue","37",1,2900000,"Yes",2030000,"Credit Card","Online - Website","Standard","Winter","Monthly","No","No",1.0,"Adult",30
380,22,"Male","Da Nang","Lifestyle Sneakers","574","Yellow",NULL,1,3700000,"Yes",3145000,"ZaloPay","TikTok Shop","Express","Autumn","Bi-Weekly","No","Yes",4.0,"Teen",14
381,22,"Female","Ho Chi Minh","Running Shoes","FuelCell SuperComp Elite","White","42",1,2900000,"No",2900000,"Credit Card","Shopee","Same-day","Summer","Weekly","No","No",3.0,"Teen",7
382,23,"Male","Ho Chi Minh","Apparel - Bottom","Athletics Jogger","Beige","L",1,800000,"No",800000,"Debit Card","Shopee","Express","Winter","Every 3 Months","Yes","No",4.0,"Teen",90
383,16,"Male","Ho Chi Minh","Accessories","Headband","Pink",NULL,1,200000,"No",200000,"VNPay","Online - App","Express","Spring","Quarterly","No","No",5.0,"Teen",90
384,24,"Male","Da Nang","Lifestyle Sneakers","550","White",NULL,1,3750000,"Yes",3750000,"MoMo","In-Store","In-Store Pickup","Summer","Quarterly","No","Yes",3.0,"Teen",90
385,22,"Male","Ho Chi Minh","Lifestyle Sneakers","9060","Red",NULL,1,3100000,"Yes",3100000,"MoMo","Shopee","Standard","Autumn","Annually","Yes","Yes",5.0,"Teen",365
386,29,"Male","Ho Chi Minh","Running Shoes","Fresh Foam X 1080","Grey","36",1,4800000,"No",4800000,"Debit Card","Shopee","Express","Autumn","Bi-Weekly","No","No",5.0,"Young Adult",14
387,30,"Male","Ho Chi Minh","Running Shoes","FuelCell SuperComp Elite","Black","37",1,3600000,"No",3600000,"Credit Card","Shopee","Standard","Autumn","Quarterly","Yes","No",5.0,"Young Adult",90
388,41,"Male","Ho Chi Minh","Apparel - Bottom","Q Speed Short","Beige","L",2,400000,"No",800000,"Credit Card","Online - App","Express","Winter","Fortnightly","No","No",4.0,"Adult",14
389,34,"Female","Ho Chi Minh","Running Shoes","880v13","Pink","43",1,5300000,"No",5300000,"VNPay","Lazada","Same-day","Winter","Quarterly","No","No",1.0,"Adult",90
390,23,"Male","Ho Chi Minh","Lifestyle Sneakers","9060","Blue",NULL,1,3700000,"No",3700000,"Cash","In-Store","In-Store Pickup","Spring","Monthly","No","No",3.0,"Teen",30
391,21,"Male","Da Nang","Apparel - Bottom","Q Speed Short","Blue","L",2,900000,"Yes",1800000,"MoMo","In-Store","In-Store Pickup","Autumn","Annually","No","Yes",3.0,"Teen",365
392,31,"Female","Da Nang","Running Shoes","Fuelcell Rebel v4","Black","36",1,4300000,"No",4300000,"Debit Card","In-Store","In-Store Pickup","Winter","Fortnightly","No","No",2.0,"Young Adult",14
393,18,"Female","Ho Chi Minh","Accessories","Gym Bag","Black",NULL,2,400000,"No",800000,"VNPay","Online - App","Express","Spring","Annually","No","No",5.0,"Teen",365
394,40,"Male","Ho Chi Minh","Apparel - Bottom","Accelerate Short","White","XL",1,600000,"No",600000,"VNPay","In-Store","In-Store Pickup","Summer","Fortnightly","Yes","No",5.0,"Adult",14
395,36,"Male","Ho Chi Minh","Lifestyle Sneakers","550","Black",NULL,1,2850000,"Yes",2850000,"MoMo","In-Store","In-Store Pickup","Spring","Bi-Weekly","No","Yes",4.0,"Adult",14
396,24,"Male","Ho Chi Minh","Apparel - Top","Athletics Fleece Crew","Beige","L",2,1000000,"Yes",1900000,"Credit Card","In-Store","In-Store Pickup","Winter","Annually","No","Yes",4.0,"Teen",365
397,16,"Male","Ha Noi","Apparel - Bottom","Accelerate Short","Pink","XXL",1,700000,"No",700000,"ZaloPay","Lazada","Express","Autumn","Annually","No","No",5.0,"Teen",365
398,37,"Female","Ho Chi Minh","Training Shoes","Freeze LX v3","Navy","42",1,2850000,"Yes",2565000,"Debit Card","Shopee","Express","Winter","Annually","No","No",3.0,"Adult",365
399,27,"Female","Ha Noi","Running Shoes","Fresh Foam 860","Pink","42",1,3250000,"No",3250000,"VNPay","In-Store","In-Store Pickup","Summer","Every 3 Months","No","No",5.0,"Young Adult",90
400,36,"Male","Ho Chi Minh","Lifestyle Sneakers","327","Yellow",NULL,1,2400000,"No",2400000,"MoMo","In-Store","In-Store Pickup","Summer","Monthly","Yes","No",4.0,"Adult",30
401,16,"Female","Ha Noi","Apparel - Bottom","Q Speed Short","Beige","S",1,500000,"No",500000,"MoMo","Online - App","Express","Summer","Fortnightly","No","No",4.0,"Teen",14
402,23,"Male","Ho Chi Minh","Lifestyle Sneakers","550","Beige",NULL,1,2350000,"No",2350000,"MoMo","Online - App","Express","Autumn","Quarterly","No","No",3.0,"Teen",90
403,28,"Female","Ho Chi Minh","Lifestyle Sneakers","574","Pink",NULL,1,2450000,"Yes",2205000,"Debit Card","In-Store","In-Store Pickup","Spring","Monthly","No","No",4.0,"Young Adult",30
404,28,"Female","Ha Noi","Running Shoes","Fuelcell Rebel v4","White","41",1,3000000,"No",3000000,"MoMo","Online - App","Express","Winter","Annually","No","No",5.0,"Young Adult",365
405,24,"Female","Ho Chi Minh","Running Shoes","1080v13","White","41",1,5400000,"No",5400000,"Debit Card","In-Store","In-Store Pickup","Summer","Monthly","No","No",5.0,"Teen",30
406,32,"Female","Ho Chi Minh","Lifestyle Sneakers","574","Pink",NULL,1,2150000,"Yes",1828000,"MoMo","In-Store","In-Store Pickup","Autumn","Annually","Yes","No",5.0,"Adult",365
407,20,"Male","Da Nang","Running Shoes","1080v13","Beige","45",1,3150000,"No",3150000,"MoMo","Online - Website","Standard","Spring","Monthly","No","No",4.0,"Teen",30
408,27,"Male","Ha Noi","Lifestyle Sneakers","530","Red",NULL,1,2200000,"Yes",1540000,"ZaloPay","In-Store","In-Store Pickup","Winter","Bi-Weekly","Yes","Yes",4.0,"Young Adult",14
409,28,"Male","Ha Noi","Running Shoes","FuelCell SuperComp Elite","Yellow","45",1,3800000,"No",3800000,"ZaloPay","Online - Website","Same-day","Spring","Fortnightly","No","No",4.0,"Young Adult",14
410,31,"Male","Ha Noi","Running Shoes","Fuelcell Rebel v4","Red","38",1,5200000,"No",5200000,"Cash","Shopee","Same-day","Summer","Monthly","No","No",5.0,"Young Adult",30
411,32,"Male","Ho Chi Minh","Apparel - Top","Impact Run Jacket","Grey","XXL",1,450000,"No",450000,"Credit Card","In-Store","In-Store Pickup","Autumn","Quarterly","No","No",3.0,"Adult",90
412,20,"Male","Ho Chi Minh","Lifestyle Sneakers","550","White",NULL,1,2400000,"No",2400000,"Bank Transfer","Lazada","Standard","Summer","Annually","No","No",5.0,"Teen",365
413,17,"Female","Ha Noi","Running Shoes","Fuelcell Rebel v4","Black","41",1,3350000,"No",3350000,"Cash","Online - App","Standard","Winter","Weekly","No","No",5.0,"Teen",7
414,36,"Male","Da Nang","Apparel - Bottom","Q Speed Short","White","XXL",3,750000,"Yes",1912000,"Debit Card","Lazada","Express","Winter","Monthly","Yes","Yes",4.0,"Adult",30
415,30,"Female","Ho Chi Minh","Running Shoes","Fuelcell Rebel v4","Navy","40",1,3800000,"No",3800000,"Bank Transfer","In-Store","In-Store Pickup","Summer","Weekly","No","No",1.0,"Young Adult",7
416,22,"Female","Da Nang","Running Shoes","FuelCell SuperComp Elite","Yellow","45",1,5150000,"Yes",4378000,"ZaloPay","In-Store","In-Store Pickup","Winter","Monthly","Yes","No",5.0,"Teen",30
417,38,"Female","Da Nang","Training Shoes","FuelCell Training","Green","36",1,3550000,"No",3550000,"MoMo","Lazada","Express","Summer","Fortnightly","No","No",3.0,"Adult",14
418,28,"Male","Da Nang","Running Shoes","880v13","Beige","44",1,4150000,"Yes",3942000,"Cash","Online - App","Standard","Spring","Quarterly","Yes","Yes",4.0,"Young Adult",90
419,36,"Male","Ha Noi","Running Shoes","880v13","Yellow","36",1,5450000,"Yes",5450000,"VNPay","In-Store","In-Store Pickup","Summer","Bi-Weekly","No","Yes",5.0,"Adult",14
420,28,"Female","Ho Chi Minh","Apparel - Top","Athletics Fleece Crew","White","XL",3,550000,"No",1650000,"Debit Card","Lazada","Standard","Autumn","Every 3 Months","Yes","No",5.0,"Young Adult",90
421,42,"Male","Ho Chi Minh","Lifestyle Sneakers","550","Green",NULL,1,2200000,"No",2200000,"Debit Card","Lazada","Standard","Autumn","Bi-Weekly","No","No",4.0,"Adult",14
422,40,"Female","Da Nang","Lifestyle Sneakers","2002R","Navy",NULL,1,2250000,"Yes",1912000,"Cash","Shopee","Standard","Spring","Bi-Weekly","No","No",4.0,"Adult",14
423,26,"Male","Ha Noi","Running Shoes","Fuelcell Rebel v4","Pink","42",1,4300000,"Yes",3440000,"ZaloPay","In-Store","In-Store Pickup","Summer","Annually","No","No",1.0,"Young Adult",365
424,34,"Male","Ha Noi","Lifestyle Sneakers","530","Navy",NULL,1,2650000,"No",2650000,"Debit Card","Shopee","Standard","Autumn","Bi-Weekly","No","No",4.0,"Adult",14
425,32,"Female","Ha Noi","Apparel - Bottom","Accelerate Short","Navy","L",1,400000,"No",400000,"MoMo","In-Store","In-Store Pickup","Summer","Fortnightly","No","No",5.0,"Adult",14
426,37,"Female","Ha Noi","Running Shoes","Fresh Foam X 1080","Red","38",1,4650000,"Yes",3952000,"ZaloPay","In-Store","In-Store Pickup","Spring","Quarterly","No","No",5.0,"Adult",90
427,21,"Male","Ha Noi","Running Shoes","Fresh Foam 860","Black","37",1,3400000,"Yes",2890000,"Cash","TikTok Shop","Same-day","Summer","Quarterly","No","No",4.0,"Teen",90
428,32,"Male","Da Nang","Running Shoes","FuelCell SuperComp Elite","Navy","39",1,5050000,"Yes",4545000,"MoMo","TikTok Shop","Standard","Summer","Quarterly","No","No",3.0,"Adult",90
429,35,"Male","Ho Chi Minh","Apparel - Bottom","Q Speed Short","White","S",2,900000,"No",1800000,"Credit Card","Online - Website","Express","Winter","Fortnightly","Yes","No",4.0,"Adult",14
430,16,"Female","Ho Chi Minh","Running Shoes","880v13","Black","45",1,3650000,"Yes",3285000,"VNPay","Online - Website","Express","Summer","Fortnightly","No","No",5.0,"Teen",14
431,19,"Female","Ha Noi","Running Shoes","Fresh Foam X 1080","Pink","43",1,5400000,"Yes",4860000,"Debit Card","Online - Website","Standard","Summer","Annually","Yes","Yes",4.0,"Teen",365
432,16,"Male","Ho Chi Minh","Apparel - Top","Essentials Hoodie","White","XS",1,500000,"No",500000,"Debit Card","Shopee","Same-day","Summer","Fortnightly","Yes","No",5.0,"Teen",14
433,26,"Female","Ho Chi Minh","Running Shoes","Fresh Foam 860","Blue","40",1,4500000,"Yes",4500000,"VNPay","Shopee","Standard","Spring","Weekly","No","Yes",5.0,"Young Adult",7
434,33,"Female","Ho Chi Minh","Apparel - Top","Athletics Fleece Crew","White","M",2,800000,"No",1600000,"Bank Transfer","Online - Website","Standard","Summer","Fortnightly","No","No",3.0,"Adult",14
435,38,"Female","Ho Chi Minh","Running Shoes","880v13","Pink","42",1,4050000,"Yes",3848000,"ZaloPay","Lazada","Same-day","Spring","Every 3 Months","No","No",4.0,"Adult",90
436,28,"Male","Ha Noi","Lifestyle Sneakers","530","Beige",NULL,1,2250000,"Yes",1575000,"MoMo","Online - Website","Standard","Spring","Monthly","No","Yes",5.0,"Young Adult",30
437,39,"Male","Da Nang","Running Shoes","1080v13","White","44",1,4700000,"Yes",4230000,"Credit Card","Lazada","Standard","Summer","Weekly","No","Yes",4.0,"Adult",7
438,18,"Female","Ha Noi","Running Shoes","Fuelcell Rebel v4","Yellow","40",1,3650000,"No",3650000,"ZaloPay","In-Store","In-Store Pickup","Spring","Annually","No","No",4.0,"Teen",365
439,16,"Female","Da Nang","Lifestyle Sneakers","9060","White",NULL,1,3000000,"No",3000000,"VNPay","Online - Website","Same-day","Winter","Fortnightly","No","No",5.0,"Teen",14
440,27,"Female","Ho Chi Minh","Apparel - Bottom","Athletics Jogger","Yellow","XXL",1,500000,"No",500000,"Credit Card","Lazada","Same-day","Summer","Monthly","No","No",5.0,"Young Adult",30
441,30,"Male","Ho Chi Minh","Accessories","Sport Cap","White",NULL,2,650000,"Yes",1170000,"Credit Card","Online - App","Standard","Summer","Fortnightly","No","No",5.0,"Young Adult",14
442,27,"Male","Ha Noi","Lifestyle Sneakers","9060","Beige",NULL,1,3850000,"No",3850000,"Cash","Shopee","Standard","Autumn","Annually","Yes","No",4.0,"Young Adult",365
443,16,"Female","Ha Noi","Running Shoes","1080v13","Red","36",1,3450000,"No",3450000,"Credit Card","Shopee","Express","Winter","Quarterly","No","No",2.0,"Teen",90
444,27,"Female","Da Nang","Lifestyle Sneakers","2002R","Black",NULL,1,2000000,"No",2000000,"ZaloPay","Lazada","Express","Summer","Annually","No","No",4.0,"Young Adult",365
445,18,"Male","Ha Noi","Apparel - Top","NB Athletics T-Shirt","Pink","L",2,550000,"Yes",935000,"MoMo","TikTok Shop","Standard","Summer","Annually","No","Yes",3.0,"Teen",365
446,32,"Male","Ha Noi","Running Shoes","Fresh Foam 860","Blue","45",1,3000000,"Yes",2700000,"Debit Card","Online - App","Express","Winter","Annually","No","Yes",5.0,"Adult",365
447,30,"Male","Da Nang","Lifestyle Sneakers","9060","Blue",NULL,1,3800000,"Yes",3610000,"VNPay","Online - Website","Standard","Summer","Monthly","Yes","Yes",5.0,"Young Adult",30
448,21,"Male","Ho Chi Minh","Training Shoes","Minimus TR","Blue","38",1,3250000,"Yes",3088000,"Credit Card","In-Store","In-Store Pickup","Winter","Every 3 Months","No","No",5.0,"Teen",90
449,24,"Female","Ho Chi Minh","Training Shoes","FuelCell Training","Navy","36",1,3750000,"Yes",3375000,"MoMo","Lazada","Standard","Autumn","Fortnightly","No","No",5.0,"Teen",14
450,20,"Female","Ho Chi Minh","Running Shoes","FuelCell SuperComp Elite","Grey","36",1,3650000,"Yes",3468000,"MoMo","Shopee","Standard","Summer","Monthly","Yes","Yes",4.0,"Teen",30
451,27,"Female","Ha Noi","Accessories","Running Socks (3-pack)","Red",NULL,1,600000,"No",600000,"Debit Card","In-Store","In-Store Pickup","Summer","Monthly","No","No",5.0,"Young Adult",30
452,34,"Male","Ho Chi Minh","Apparel - Top","Impact Run Jacket","Pink","XL",1,600000,"Yes",540000,"Debit Card","In-Store","In-Store Pickup","Autumn","Fortnightly","Yes","No",5.0,"Adult",14
453,21,"Female","Ha Noi","Lifestyle Sneakers","550","Green",NULL,1,3350000,"Yes",3350000,"Debit Card","TikTok Shop","Same-day","Spring","Fortnightly","No","Yes",3.0,"Teen",14
454,31,"Female","Ho Chi Minh","Lifestyle Sneakers","550","Blue",NULL,1,2050000,"No",2050000,"VNPay","Shopee","Standard","Summer","Weekly","No","No",4.0,"Young Adult",7
455,24,"Male","Ho Chi Minh","Running Shoes","Fuelcell Rebel v4","Grey","45",1,2850000,"Yes",2708000,"ZaloPay","Online - Website","Standard","Autumn","Bi-Weekly","No","Yes",5.0,"Teen",14
456,22,"Female","Ha Noi","Lifestyle Sneakers","9060","Green",NULL,1,2150000,"Yes",1828000,"ZaloPay","Shopee","Standard","Summer","Fortnightly","Yes","Yes",5.0,"Teen",14
457,27,"Female","Ha Noi","Lifestyle Sneakers","9060","Red",NULL,1,3600000,"Yes",3240000,"ZaloPay","In-Store","In-Store Pickup","Spring","Quarterly","Yes","Yes",5.0,"Young Adult",90
458,20,"Female","Ho Chi Minh","Accessories","Water Bottle","Beige",NULL,2,250000,"Yes",450000,"Debit Card","In-Store","In-Store Pickup","Summer","Every 3 Months","Yes","Yes",5.0,"Teen",90
459,24,"Male","Ho Chi Minh","Running Shoes","Fuelcell Rebel v4","Green","36",1,5350000,"No",5350000,"Bank Transfer","In-Store","In-Store Pickup","Summer","Monthly","No","No",4.0,"Teen",30
460,19,"Female","Ho Chi Minh","Lifestyle Sneakers","574","Blue",NULL,1,3200000,"No",3200000,"Cash","Lazada","Express","Summer","Fortnightly","Yes","No",1.0,"Teen",14
461,41,"Female","Ha Noi","Lifestyle Sneakers","9060","Navy",NULL,1,1800000,"No",1800000,"Bank Transfer","Shopee","Standard","Spring","Weekly","No","No",5.0,"Adult",7
462,28,"Male","Ho Chi Minh","Lifestyle Sneakers","550","White",NULL,1,3400000,"Yes",3230000,"Credit Card","Online - App","Same-day","Autumn","Weekly","No","No",3.0,"Young Adult",7
463,23,"Male","Da Nang","Apparel - Bottom","Accelerate Short","Pink","L",1,650000,"Yes",520000,"ZaloPay","In-Store","In-Store Pickup","Winter","Every 3 Months","No","No",4.0,"Teen",90
464,29,"Male","Ho Chi Minh","Training Shoes","Freeze LX v3","White","43",1,3650000,"Yes",3285000,"MoMo","Lazada","Same-day","Spring","Weekly","No","No",5.0,"Young Adult",7
465,27,"Male","Ho Chi Minh","Running Shoes","Fresh Foam 860","White","37",1,3150000,"Yes",2678000,"Credit Card","TikTok Shop","Express","Autumn","Monthly","No","No",4.0,"Young Adult",30
466,26,"Female","Ho Chi Minh","Apparel - Top","Essentials Hoodie","Yellow","XL",1,1050000,"No",1050000,"MoMo","Online - App","Express","Spring","Quarterly","No","No",4.0,"Young Adult",90
467,32,"Male","Ho Chi Minh","Lifestyle Sneakers","327","Pink",NULL,1,2300000,"Yes",1840000,"MoMo","Shopee","Express","Summer","Weekly","No","Yes",2.0,"Adult",7
468,33,"Male","Da Nang","Accessories","Running Socks (3-pack)","Beige",NULL,1,550000,"No",550000,"VNPay","In-Store","In-Store Pickup","Spring","Every 3 Months","No","No",4.0,"Adult",90
469,24,"Female","Ho Chi Minh","Training Shoes","Minimus TR","Green","44",1,2400000,"Yes",2040000,"MoMo","Shopee","Same-day","Winter","Quarterly","Yes","No",3.0,"Teen",90
470,23,"Male","Ha Noi","Apparel - Top","NB Athletics T-Shirt","Yellow","M",1,550000,"Yes",550000,"Credit Card","TikTok Shop","Standard","Summer","Bi-Weekly","No","Yes",2.0,"Teen",14
471,26,"Female","Ho Chi Minh","Accessories","Wristband Set","Green",NULL,1,400000,"Yes",360000,"ZaloPay","TikTok Shop","Standard","Autumn","Every 3 Months","No","No",5.0,"Young Adult",90
472,16,"Female","Ho Chi Minh","Running Shoes","Fresh Foam X 1080","White","37",1,4850000,"No",4850000,"VNPay","In-Store","In-Store Pickup","Autumn","Quarterly","Yes","No",5.0,"Teen",90
473,17,"Female","Ho Chi Minh","Lifestyle Sneakers","530","White",NULL,1,3150000,"Yes",2520000,"ZaloPay","In-Store","In-Store Pickup","Winter","Quarterly","No","No",4.0,"Teen",90
474,37,"Male","Ho Chi Minh","Apparel - Top","Essentials Hoodie","White","XXL",2,650000,"No",1300000,"Cash","Online - Website","Standard","Summer","Every 3 Months","Yes","No",4.0,"Adult",90
475,39,"Female","Ha Noi","Accessories","Running Socks (3-pack)","Green",NULL,1,100000,"Yes",80000,"VNPay","In-Store","In-Store Pickup","Summer","Quarterly","No","No",4.0,"Adult",90
476,26,"Male","Ho Chi Minh","Training Shoes","Minimus TR","Black","39",1,2600000,"Yes",2080000,"Credit Card","In-Store","In-Store Pickup","Autumn","Annually","No","No",5.0,"Young Adult",365
477,32,"Female","Ha Noi","Lifestyle Sneakers","327","Green",NULL,1,2400000,"No",2400000,"Cash","Shopee","Standard","Winter","Fortnightly","No","No",4.0,"Adult",14
478,30,"Female","Ho Chi Minh","Lifestyle Sneakers","2002R","Navy",NULL,1,2150000,"Yes",1935000,"ZaloPay","Online - Website","Standard","Summer","Weekly","Yes","No",5.0,"Young Adult",7
